character_id,name,secret_identity,alignment_id,eye_color_id,hair_color_id,sex_id,gsm_id,alive,appearances,universe_id,first_appearance_year
12098,Azir (Earth-616),,1,4,7,2,3,Living Characters,5.0,1,2006.0
12099,Bruno Costa (Earth-616),Public Identity,1,4,7,5,3,Deceased Characters,5.0,1,2006.0
12100,Carlos Cabrera (Earth-616),Secret Identity,1,6,3,5,3,Deceased Characters,5.0,1,2006.0
12101,Dhasha Khan (Earth-616),No Dual Identity,1,4,7,5,3,Deceased Characters,5.0,1,2006.0
12102,Drom (Earth-616),Secret Identity,1,5,4,5,3,Deceased Characters,5.0,1,2006.0
12103,Helleyes (Earth-616),Secret Identity,1,22,14,5,3,Living Characters,5.0,1,2006.0
12104,Jamal Afari (Earth-616),Public Identity,2,6,3,5,3,Living Characters,5.0,1,2006.0
12105,Jeesala (Earth-616),No Dual Identity,1,4,11,2,3,Living Characters,5.0,1,2006.0
12106,Jeremiah (Earth-616),Secret Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12107,Mad Viking (Josefsen) (Earth-616),,1,4,7,5,3,Deceased Characters,5.0,1,2006.0
12108,Matthew Banham (Earth-616),Secret Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12109,Nut (Earth-616),Public Identity,3,4,7,2,3,Living Characters,5.0,1,2006.0
12110,Sam Reuther (Earth-616),Public Identity,3,4,3,5,3,Living Characters,5.0,1,2006.0
12111,Seesha (Earth-616),No Dual Identity,2,4,7,2,3,Living Characters,5.0,1,2006.0
12112,Vraniel (Earth-616),Secret Identity,2,5,4,5,3,Living Characters,5.0,1,2006.0
12113,William Young (Earth-616),,1,6,3,5,3,Deceased Characters,5.0,1,2006.0
12114,Amber Douglas (Earth-616),,1,4,7,2,3,Living Characters,5.0,1,2006.0
12115,Cheshire (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12116,Damballah (Demon) (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12117,Dian Wilkins (Earth-616),,2,4,7,2,3,Living Characters,5.0,1,2006.0
12118,Elias Schleigal (Earth-616),Secret Identity,1,5,4,5,3,Living Characters,5.0,1,2006.0
12119,Eric Brooks (Doppelganger) (Earth-616),Public Identity,1,6,3,5,3,Living Characters,5.0,1,2006.0
12120,Fawn (Earth-616),No Dual Identity,2,4,7,2,3,Deceased Characters,5.0,1,2006.0
12121,He Who Remains (Earth-616),Public Identity,3,4,14,5,3,Living Characters,5.0,1,2006.0
12122,Hugo Travis (Earth-616),No Dual Identity,2,4,27,5,3,Living Characters,5.0,1,2006.0
12123,James Mandarin (Earth-616),No Dual Identity,1,4,7,2,3,Living Characters,5.0,1,2006.0
12124,Jasper Daniels (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12125,Mindy Williams (Earth-616),No Dual Identity,2,5,4,2,3,Living Characters,5.0,1,2006.0
12126,Mortimer Norris (Earth-616),Secret Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12127,Phillip DeWolff (Earth-616),Public Identity,2,4,7,5,3,Living Characters,5.0,1,2006.0
12128,Pro-Boscis (Earth-616),,1,4,3,5,3,Living Characters,5.0,1,2006.0
12129,Pro-Rata (Earth-616),Secret Identity,1,5,27,5,3,Living Characters,5.0,1,2006.0
12130,Ramsey (Earth-616),No Dual Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12131,Robert Hao (Earth-616),,1,4,3,5,3,Living Characters,5.0,1,2006.0
12132,Saripha Thames (Earth-616),,1,4,7,2,3,Living Characters,5.0,1,2006.0
12133,Stygyro (Earth-616),No Dual Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12134,Villac Umu (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12135,Charles Xavier (Entity) (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12136,Delphan Brothers (Earth-616),Secret Identity,2,4,7,5,3,Living Characters,5.0,1,2006.0
12137,Empathoid (Earth-616),Public Identity,1,20,14,5,3,Living Characters,5.0,1,2006.0
12138,Jonathan Rich (Earth-616),Public Identity,3,9,3,5,3,Living Characters,5.0,1,2006.0
12139,Manticore (Earth-616),,1,20,7,5,3,Living Characters,5.0,1,2006.0
12140,Night Flyer (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12141,Patrick Mason (Earth-616),Secret Identity,2,4,7,5,3,Living Characters,5.0,1,2006.0
12142,Sam Casey (Earth-616),Public Identity,2,4,4,5,3,Living Characters,5.0,1,2006.0
12143,Sigmar (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12144,Thomas Lovejoy (Earth-616),Secret Identity,1,5,4,5,3,Living Characters,5.0,1,2006.0
12145,Wendy Hunt (Earth-616),Secret Identity,2,5,27,2,3,Living Characters,5.0,1,2006.0
12146,Agent of Fortune (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12147,Joseph Danvers Sr. (Earth-616),,3,6,7,5,3,Living Characters,5.0,1,2006.0
12148,Lemuel Haskill (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12149,Marie Danvers (Earth-616),,3,5,11,2,3,Living Characters,5.0,1,2006.0
12150,Stellarax (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12151,Triax (Monster) (Earth-616),Secret Identity,1,4,14,5,3,Deceased Characters,5.0,1,2006.0
12152,Vera Gemini (Earth-616),Secret Identity,1,20,14,2,3,Living Characters,5.0,1,2006.0
12153,Yetrigar (Earth-616),Secret Identity,1,6,7,5,3,Living Characters,5.0,1,2006.0
12154,Boris Korpse (Earth-616),Public Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12155,Bruno Grainger (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12156,Diane Perrywinkle (Earth-616),Public Identity,2,4,7,2,3,Living Characters,5.0,1,2006.0
12157,Dragona (Earth-616),Secret Identity,2,4,7,2,3,Living Characters,5.0,1,2006.0
12158,Dragonfire (Earth-616),,1,4,7,5,3,Deceased Characters,5.0,1,2006.0
12159,Ed Koch (Earth-616),Public Identity,3,4,27,5,3,Living Characters,5.0,1,2006.0
12160,Edwin Maxwell (Earth-616),Public Identity,2,4,20,5,3,Living Characters,5.0,1,2006.0
12161,Felix (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12162,Frank Scalise (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12163,Jaime Garcia (Earth-616),Public Identity,1,6,3,5,3,Living Characters,5.0,1,2006.0
12164,Priscilla Ironwood (Earth-616),Public Identity,2,5,4,2,3,Living Characters,5.0,1,2006.0
12165,Torgo Nia (Earth-616),,1,20,20,5,3,Living Characters,5.0,1,2006.0
12166,Vampiro (Eternal) (Earth-616),Public Identity,2,24,3,5,3,Living Characters,5.0,1,2006.0
12167,Alberich (Earth-616),No Dual Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12168,Barbara Bannister (Earth-616),Public Identity,2,5,20,2,3,Living Characters,5.0,1,2006.0
12169,Brahma (Earth-616),,2,4,3,5,3,Living Characters,5.0,1,2006.0
12170,Caleb Hammer (Earth-616),Public Identity,2,4,7,5,3,Deceased Characters,5.0,1,2006.0
12171,Eric Cameron (Earth-616),Secret Identity,1,5,7,5,3,Living Characters,5.0,1,2006.0
12172,Madeleine St. Germaine (Earth-616),No Dual Identity,1,4,3,2,3,Living Characters,5.0,1,2006.0
12173,Nicholas Trask (Earth-616),,1,4,3,5,3,Living Characters,5.0,1,2006.0
12174,Nuadhu (Earth-616),,1,5,11,5,3,Living Characters,5.0,1,2006.0
12175,Peter Alraune (Earth-616),,2,4,27,5,3,Deceased Characters,5.0,1,2006.0
12176,Rachel Sweet (Earth-616),,1,5,3,2,3,Living Characters,5.0,1,2006.0
12177,Raksor (Earth-616),Secret Identity,1,9,14,5,3,Living Characters,5.0,1,2006.0
12178,Ytitnedion (Earth-616),No Dual Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12179,Ampzilla (Earth-616),,1,4,14,5,3,Living Characters,5.0,1,2006.0
12180,Coral (Microverse) (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12181,Elfqueen (Linnea) (Earth-616),Secret Identity,1,5,1,2,3,Living Characters,5.0,1,2006.0
12182,Fredric Woolrich (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12183,Grappler (Earth-616),Secret Identity,1,4,3,5,3,Deceased Characters,5.0,1,2006.0
12184,Lobros (Earth-616),Public Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12185,Mia Lessing (Earth-616),,2,4,7,2,3,Living Characters,5.0,1,2006.0
12186,Rainbow (Spaceknight) (Earth-616),,2,4,7,2,3,Living Characters,5.0,1,2006.0
12187,Sadie Frickett (Earth-616),No Dual Identity,3,5,20,2,3,Living Characters,5.0,1,2006.0
12188,Time-Buoy Number 6-C (Earth-616),Secret Identity,3,4,7,5,3,Living Characters,5.0,1,2006.0
12189,Walter Michaels (Earth-616),Secret Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12190,William Bitzer (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12191,Alban Emond (Earth-616),Secret Identity,1,6,27,5,3,Living Characters,5.0,1,2006.0
12192,Brenda Barclay (Earth-616),,2,6,3,2,3,Living Characters,5.0,1,2006.0
12193,Francois Lartigue (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12194,Freya (Earth-616),Public Identity,2,9,4,2,3,Living Characters,5.0,1,2006.0
12195,Jack Dulouz (Earth-616),Secret Identity,1,24,3,5,3,Living Characters,5.0,1,2006.0
12196,Jacob Grimm (Earth-616),,2,4,4,5,3,Living Characters,5.0,1,2006.0
12197,Jolena (Earth-616),,1,4,3,2,3,Living Characters,5.0,1,2006.0
12198,Jonathan Logan (Earth-616),Public Identity,1,5,4,5,3,Deceased Characters,5.0,1,2006.0
12199,Judson Jakes (Earth-616),No Dual Identity,1,4,7,5,3,Deceased Characters,5.0,1,2006.0
12200,Michael English (Earth-616),Secret Identity,1,4,7,5,3,Deceased Characters,5.0,1,2006.0
12201,Pyko (Earth-616),Public Identity,3,4,14,5,3,Living Characters,5.0,1,2006.0
12202,Vanessa Tooks (Earth-616),Public Identity,2,4,7,2,3,Living Characters,5.0,1,2006.0
12203,Angela Tortelli (Earth-616),Secret Identity,2,5,3,2,3,Living Characters,5.0,1,2006.0
12204,Dan Springer (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12205,Daniel Grimm (Earth-616),,3,4,3,5,3,Living Characters,5.0,1,2006.0
12206,Daniel Smallwood (Earth-616),Secret Identity,2,4,7,5,3,Living Characters,5.0,1,2006.0
12207,Andrew Booth (Earth-616),,1,4,3,5,3,Deceased Characters,5.0,1,2006.0
12208,Bekk (Earth-616),,2,4,7,5,3,Deceased Characters,5.0,1,2006.0
12209,Eilif (Earth-616),,2,4,27,5,3,Living Characters,5.0,1,2006.0
12210,Eugene Mason (Earth-616),Secret Identity,1,4,4,5,3,Deceased Characters,5.0,1,2006.0
12211,Jaime Rodriguez (Earth-616),No Dual Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12212,Mary Brown (Karisma) (Earth-616),Secret Identity,1,9,7,2,3,Living Characters,5.0,1,2006.0
12213,Sand Devil (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12214,Torso (Earth-616),Secret Identity,1,4,4,2,3,Living Characters,5.0,1,2006.0
12215,William Lonestar (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12216,Ashake (Egyptian) (Earth-616),Secret Identity,2,5,27,2,3,Living Characters,5.0,1,2006.0
12217,Cataphrax (Earth-616),Secret Identity,1,20,14,5,3,Living Characters,5.0,1,2006.0
12218,Cyndi (Legion Personality) (Earth-616),,1,4,3,2,3,Living Characters,5.0,1,2006.0
12219,Dust (Dazzler Foe) (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12220,Gavin Grant (Earth-616),Public Identity,1,4,14,5,3,Living Characters,5.0,1,2006.0
12221,Glow (Triad) (Earth-616),Secret Identity,3,4,7,5,3,Living Characters,5.0,1,2006.0
12222,Goblin (Triad) (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12223,Guardian (Triad) (Earth-616),Secret Identity,2,4,7,5,3,Living Characters,5.0,1,2006.0
12224,Heatwave (Earth-616),Public Identity,1,4,7,5,3,Deceased Characters,5.0,1,2006.0
12225,Hrolf (Asgardian) (Earth-616),,2,4,7,5,3,Living Characters,5.0,1,2006.0
12226,Jemail Karami (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12227,Jorro (Earth-616),,1,4,14,5,3,Deceased Characters,5.0,1,2006.0
12228,Lillian von Loont (Earth-616),Secret Identity,1,4,3,2,3,Deceased Characters,5.0,1,2006.0
12229,Martha Williams (Earth-616),Public Identity,1,4,7,2,3,Living Characters,5.0,1,2006.0
12230,Modgud (Earth-616),,1,4,7,2,3,Living Characters,5.0,1,2006.0
12231,Susan Banner (Earth-616),,2,9,3,2,3,Living Characters,5.0,1,2006.0
12232,Theron Atlanta (Earth-616),Public Identity,1,5,7,5,3,Living Characters,5.0,1,2006.0
12233,Alvin Healey (Earth-616),Public Identity,1,9,7,5,3,Living Characters,5.0,1,2006.0
12234,Arthur Perry (Earth-616),No Dual Identity,1,4,4,5,3,Deceased Characters,5.0,1,2006.0
12235,Bugeye (Earth-616),,2,4,14,5,3,Living Characters,5.0,1,2006.0
12236,Bulk (Earth-616),Secret Identity,1,4,2,5,3,Deceased Characters,5.0,1,2006.0
12237,Elena von Lundt (Earth-616),Secret Identity,1,4,3,2,3,Living Characters,5.0,1,2006.0
12238,Hiram Riddley (Earth-616),Secret Identity,2,10,4,5,3,Living Characters,5.0,1,2006.0
12239,Illich Lavrov (Earth-616),Secret Identity,2,26,4,5,3,Living Characters,5.0,1,2006.0
12240,Ken Wind (Earth-616),Public Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12241,Samuel North (Earth-616),,2,4,27,5,3,Living Characters,5.0,1,2006.0
12242,Simon Steele (Earth-616),,1,4,27,5,3,Living Characters,5.0,1,2006.0
12243,Timeshadow (Earth-616),Secret Identity,1,6,3,5,3,Living Characters,5.0,1,2006.0
12244,Aptak (Earth-616),Secret Identity,1,9,14,5,3,Deceased Characters,5.0,1,2006.0
12245,Bertram Hindel (Earth-616),No Dual Identity,1,6,3,5,3,Living Characters,5.0,1,2006.0
12246,Brie Daniels (Earth-616),Public Identity,1,5,4,2,3,Living Characters,5.0,1,2006.0
12247,Dina (Earth-616),,1,5,4,2,3,Living Characters,5.0,1,2006.0
12248,Eric Reardon (Earth-616),,1,4,14,5,3,Deceased Characters,5.0,1,2006.0
12249,Eros (Olympian) (Earth-616),Secret Identity,2,5,4,5,3,Living Characters,5.0,1,2006.0
12250,Farouk Al-Fasaud (Earth-616),Secret Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12251,Nathan Tyler (Earth-616),,1,5,4,5,3,Living Characters,5.0,1,2006.0
12252,Tony Masterson (Earth-616),Secret Identity,1,4,10,5,3,Deceased Characters,5.0,1,2006.0
12253,Aloysius Jamesly (Earth-616),,1,4,3,5,3,Living Characters,5.0,1,2006.0
12254,Bes (Earth-616),No Dual Identity,3,4,7,5,3,Living Characters,5.0,1,2006.0
12255,Gailyn Bailey (Earth-616),Secret Identity,2,9,20,2,3,Deceased Characters,5.0,1,2006.0
12256,Joseph Bailey (Earth-616),Secret Identity,2,9,20,5,3,Deceased Characters,5.0,1,2006.0
12257,Monkey (Earth-616),Secret Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12258,Ox (China Force) (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12259,Rabbit (Earth-616),Secret Identity,1,4,7,2,3,Deceased Characters,5.0,1,2006.0
12260,Sally Fortune (Earth-616),Public Identity,2,4,20,2,3,Living Characters,5.0,1,2006.0
12261,Snake (China Force) (Earth-616),Secret Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12262,Arthur Bigelow (Earth-616),Secret Identity,1,5,3,5,3,Living Characters,5.0,1,2006.0
12263,Bandera (Earth-616),Secret Identity,1,6,3,2,3,Deceased Characters,5.0,1,2006.0
12264,Felix Guillermo Caridad (Earth-616),Public Identity,1,4,3,5,3,Deceased Characters,5.0,1,2006.0
12265,Palik (Earth-616),Public Identity,3,4,7,5,3,Living Characters,5.0,1,2006.0
12266,Rex Randolph (Earth-616),Secret Identity,3,9,4,5,3,Living Characters,5.0,1,2006.0
12267,Charles Xavier (War Skrull) (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12268,Death Ninja (Earth-616),Secret Identity,1,4,7,5,3,Deceased Characters,5.0,1,2006.0
12269,Debra Levin (Earth-616),Public Identity,2,4,7,2,3,Living Characters,5.0,1,2006.0
12270,Garnok Rebbahn (Earth-616),No Dual Identity,1,4,3,5,3,Deceased Characters,5.0,1,2006.0
12271,George Prufrock (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12272,Jason Jerome (Earth-616),Public Identity,3,4,7,5,3,Living Characters,5.0,1,2006.0
12273,John Cereus (Earth-616),Public Identity,1,6,10,5,3,Living Characters,5.0,1,2006.0
12274,Joy Adams (Earth-616),,2,4,4,2,3,Living Characters,5.0,1,2006.0
12275,Kerry Patrick (Earth-616),Public Identity,2,4,24,5,3,Living Characters,5.0,1,2006.0
12276,Kuryestan (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12277,Luz Delgado (Earth-616),Public Identity,3,4,7,2,3,Deceased Characters,5.0,1,2006.0
12278,Nessus (Earth-616),Public Identity,1,4,7,5,3,Deceased Characters,5.0,1,2006.0
12279,Ngh (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12280,Pauline Stratton (Earth-616),Public Identity,3,4,4,2,3,Living Characters,5.0,1,2006.0
12281,Ramona Napier (Earth-616),Public Identity,1,5,4,2,3,Living Characters,5.0,1,2006.0
12282,Red Celestial (Earth-616),,3,4,7,5,3,Living Characters,5.0,1,2006.0
12283,Rose Wu (Earth-616),,2,4,7,2,3,Deceased Characters,5.0,1,2006.0
12284,Voroshilov (Earth-616),,1,4,4,2,3,Living Characters,5.0,1,2006.0
12285,Xa (Earth-616),,1,4,20,2,3,Living Characters,5.0,1,2006.0
12286,Beauty (Earth-616),Secret Identity,1,4,20,2,3,Living Characters,5.0,1,2006.0
12287,Charm (Weird Sisters) (Earth-616),Secret Identity,1,4,1,2,3,Living Characters,5.0,1,2006.0
12288,Consuela Sanchez (Earth-616),Public Identity,2,4,3,2,3,Living Characters,5.0,1,2006.0
12289,Dorma (Clones) (Earth-616),Secret Identity,3,5,1,2,3,Living Characters,5.0,1,2006.0
12290,Dreadface (Earth-616),Secret Identity,1,4,14,5,3,Living Characters,5.0,1,2006.0
12291,Emmy Doolin (Earth-616),,1,5,4,2,3,Deceased Characters,5.0,1,2006.0
12292,Ice Princess (Earth-616),Secret Identity,1,4,7,2,3,Living Characters,5.0,1,2006.0
12293,Kathy Malper (Earth-616),Public Identity,1,4,7,2,3,Living Characters,5.0,1,2006.0
12294,Mastodon (Elefante) (Earth-616),,1,4,3,5,3,Deceased Characters,5.0,1,2006.0
12295,Shatterfist (Earth-616),Secret Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12296,Toshio Sasaki (Earth-616),Secret Identity,1,4,27,5,3,Living Characters,5.0,1,2006.0
12297,Truth (Earth-616),Secret Identity,1,4,1,2,3,Living Characters,5.0,1,2006.0
12298,Vic Chalker (Earth-616),Secret Identity,1,24,7,5,3,Deceased Characters,5.0,1,2006.0
12299,Alizon Baunacha (Earth-616),Secret Identity,1,4,20,2,3,Living Characters,5.0,1,2006.0
12300,Arashi Wakayama (Earth-616),,2,4,7,5,3,Living Characters,5.0,1,2006.0
12301,Carter Ryking (Earth-616),Secret Identity,3,9,7,5,3,Deceased Characters,5.0,1,2006.0
12302,Farnoq Dahn (Earth-616),Public Identity,1,4,3,5,3,Deceased Characters,5.0,1,2006.0
12303,Ferrel Thompson (Earth-616),Secret Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12304,Gale Cameron (Earth-616),Secret Identity,1,4,3,2,3,Living Characters,5.0,1,2006.0
12305,Gillian Pritikin (Earth-616),Secret Identity,1,4,10,2,3,Living Characters,5.0,1,2006.0
12306,Harvester (Q7 Strike Force) (Earth-616),Secret Identity,1,4,14,5,3,Living Characters,5.0,1,2006.0
12307,Janus (Collection Agency) (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12308,Jo Beth (Earth-616),,1,4,3,2,3,Living Characters,5.0,1,2006.0
12309,Joseph MacNamara (Earth-616),No Dual Identity,2,4,3,5,3,Living Characters,5.0,1,2006.0
12310,Jude (Collection Agency) (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12311,Louis Sadler Sr. (Earth-616),Secret Identity,2,6,11,5,3,Living Characters,5.0,1,2006.0
12312,Magpie (Earth-616),Secret Identity,1,6,4,5,3,Living Characters,5.0,1,2006.0
12313,Marya Meshkov (Earth-616),Secret Identity,1,4,4,2,3,Living Characters,5.0,1,2006.0
12314,Michael Peterson (Earth-616),,1,6,3,5,3,Living Characters,5.0,1,2006.0
12315,Micheal Hamilton (Earth-616),Public Identity,3,6,3,5,3,Living Characters,5.0,1,2006.0
12316,Patrick Mahony (Earth-616),Secret Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12317,Pico Halfghanaghan (Earth-616),No Dual Identity,1,20,27,5,3,Living Characters,5.0,1,2006.0
12318,Recoil (Earth-616),Secret Identity,1,4,15,5,3,Deceased Characters,5.0,1,2006.0
12319,Roc (Assassin) (Earth-616),Secret Identity,1,4,7,5,3,Deceased Characters,5.0,1,2006.0
12320,Roger Barbatos (Earth-616),Public Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12321,Rose (Blume) (Earth-616),,1,6,7,5,3,Living Characters,5.0,1,2006.0
12322,Scuzz (Werewolf) (Earth-616),Secret Identity,1,20,4,5,3,Deceased Characters,5.0,1,2006.0
12323,Shaara (Collection Agency) (Earth-616),,1,4,7,2,3,Living Characters,5.0,1,2006.0
12324,Sir Raston (Earth-616),Public Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12325,Ssith (Earth-616),Public Identity,1,20,14,5,3,Living Characters,5.0,1,2006.0
12326,Stern (Firm) (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12327,Tanuta Umbotha (Earth-616),Secret Identity,1,5,2,2,3,Living Characters,5.0,1,2006.0
12328,Tomas Delgado (Earth-616),No Dual Identity,2,4,20,5,3,Living Characters,5.0,1,2006.0
12329,Troll (Deathwatch) (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12330,Uncegila (Earth-616),Secret Identity,1,9,14,5,3,Deceased Characters,5.0,1,2006.0
12331,Victor Sternwood (Earth-616),Secret Identity,1,6,3,5,3,Living Characters,5.0,1,2006.0
12332,Wildrun (Earth-616),Secret Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12333,Alex Wildman (Earth-616),No Dual Identity,1,5,7,5,3,Living Characters,5.0,1,2006.0
12334,Annie Jones (Earth-616),Secret Identity,2,9,20,2,3,Living Characters,5.0,1,2006.0
12335,Blood Shadow (Earth-616),Secret Identity,1,20,7,5,3,Living Characters,5.0,1,2006.0
12336,Carlos deSilva (Earth-616),Secret Identity,2,4,3,5,3,Living Characters,5.0,1,2006.0
12337,Daito (Snakeroot) (Earth-616),Secret Identity,1,4,7,5,3,Deceased Characters,5.0,1,2006.0
12338,Double Trouble (Earth-616),Secret Identity,3,4,7,2,3,Living Characters,5.0,1,2006.0
12339,Dwight Faron (Earth-616),Public Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12340,Elvis Presley (Earth-616),Public Identity,3,4,7,5,3,Living Characters,5.0,1,2006.0
12341,Erynys (Earth-616),,1,4,3,2,3,Living Characters,5.0,1,2006.0
12342,Gulliver Jones (Earth-616),Secret Identity,2,6,7,5,3,Living Characters,5.0,1,2006.0
12343,Killspree (Earth-616),Secret Identity,3,4,7,5,3,Living Characters,5.0,1,2006.0
12344,Kith Nasca (Earth-616),Secret Identity,2,4,3,5,3,Living Characters,5.0,1,2006.0
12345,Kyllian Boddicker (Earth-616),,1,9,20,5,3,Living Characters,5.0,1,2006.0
12346,Lee Childs (Earth-616),Secret Identity,1,4,4,5,3,Living Characters,5.0,1,2006.0
12347,Marc Devlin (Earth-616),Secret Identity,2,20,2,5,3,Living Characters,5.0,1,2006.0
12348,Metarchus (Earth-616),,1,20,20,2,3,Living Characters,5.0,1,2006.0
12349,Mondo Pain (Earth-616),,1,4,3,5,3,Living Characters,5.0,1,2006.0
12350,Morrigan (Earth-616),,2,4,7,2,3,Deceased Characters,5.0,1,2006.0
12351,Necromancer (Demon) (Earth-616),,1,4,14,5,3,Living Characters,5.0,1,2006.0
12352,Nigel Orpington-Smythe (Earth-616),Secret Identity,1,5,4,5,3,Living Characters,5.0,1,2006.0
12353,Roberto Velasquez (Earth-616),Public Identity,1,6,3,5,3,Deceased Characters,5.0,1,2006.0
12354,Shaka (Earth-616),Secret Identity,2,6,3,5,3,Living Characters,5.0,1,2006.0
12355,Shannon Kane (Earth-616),Secret Identity,1,6,3,2,3,Living Characters,5.0,1,2006.0
12356,Talla Ron (Earth-616),,1,4,3,2,3,Living Characters,5.0,1,2006.0
12357,Tekagi (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12358,Tsin Hark (Earth-616),Public Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12359,Vex (Coven) (Earth-616),Secret Identity,1,4,20,5,3,Deceased Characters,5.0,1,2006.0
12360,Ancestor (Earth-616),Secret Identity,1,4,11,5,3,Living Characters,5.0,1,2006.0
12361,Cissie Guthrie (Earth-616),Secret Identity,3,4,7,2,3,Living Characters,5.0,1,2006.0
12362,Dark (Soldiers of Misfortune) (Earth-616),,1,4,7,2,3,Living Characters,5.0,1,2006.0
12363,Doctor Yesterday (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12364,Dry (Soldiers of Misfortune) (Earth-616),Secret Identity,1,4,3,2,3,Living Characters,5.0,1,2006.0
12365,F.A.C.A.D.E. (Earth-616),Secret Identity,1,4,7,5,3,Living Characters,5.0,1,2006.0
12366,Gavin Thorpe (Earth-616),,1,4,7,5,3,Living Characters,5.0,1,2006.0
12367,General Obsidian (Earth-616),Secret Identity,1,4,14,5,3,Living Characters,5.0,1,2006.0
12368,Ixastophanis (Earth-616),Public Identity,1,4,2,5,3,Deceased Characters,5.0,1,2006.0
12369,Jamil (Earth-616),Secret Identity,1,4,3,5,3,Deceased Characters,5.0,1,2006.0
12370,Joshua Pryce (Earth-616),,2,4,7,5,3,Living Characters,5.0,1,2006.0
12371,Light (Soldiers of Misfortune) (Earth-616),Secret Identity,1,4,3,5,3,Living Characters,5.0,1,2006.0
12372,Louis Dexter (Earth-616),Secret Identity,1,6,7,5,3,Living Characters,5.0,1,2006.0
12373,Malachi (Earth-616),,1,24,3,2,3,Living Characters,5.0,1,2006.0
12374,Old Woman (Earth-616),Secret Identity,1,4,7,2,3,Living Characters,5.0,1,2006.0
12375,Psiphon (Earth-616),Secret Identity,1,20,14,5,3,Living Characters,5.0,1,2006.0
12376,Sea Leopard (Earth-616),Secret Identity,1,4,2,5,3,Living Characters,5.0,1,2006.0
